Genes,E-M-DEAE-E1,E-M-DEAE-E2,E-M-DEAE-FT_G,E-M-DEAE-E1_G,E-TFF1_R,E-TFF1_M
GPX4,1.6929,1.6395,1.8361,2.183,1.321,1.4085
CFHR2,0.3652,0.4897,0.6967,0.5362,0.4291,0.4431
SRP14,0.0781,0.1679,0.1527,0.3881,0.231,0.0746
TGFBR2,0.2864,0.9787,0.2249,0.9099,0.6896,0.4444
NUP62,0.0973,0.0624,0.1398,0.034,0.2456,0.0719
HPCAL1,0.421,0.1981,0.3236,0.2509,0.5947,0.5914
FDFT1,0.2641,0.2132,0.2204,0.0865,0.2544,0.0318
TAGLN2,10.5729,3.964,8.3029,4.4576,4.109,6.3928
TALDO1,3.3812,2.5856,3.7637,3.6789,1.8559,2.268
SNCA,0.3102,0.1096,0.3236,0.1503,0.3268,0.1429
ETFB,0.968,0.5301,1.0528,0.7461,0.6953,0.7638
ATP6V1A,1.2999,1.5644,1.2795,1.8085,1.0596,1.2568
HSPA9,0.9362,1.412,0.8658,1.591,1.4668,1.2236
EIF4A3,0.7555,0.2322,0.7015,0.2112,0.4354,0.2752
RPS19,0.5833,0.5117,0.0679,1.4065,0.7294,0.2755
RPL3,0.4265,1.4382,0.1667,1.0041,2.4461,0.5492
COL15A1,0.6826,0.1857,0.5232,0.1484,0.7874,0.4197
COL18A1,1.309,0.7321,0.7258,0.5432,2.3337,1.5424
DDOST,0.4036,0.3869,0.581,0.2141,0.2418,0.3613
ANP32A,0.3162,0.0823,0.2035,0.1686,0.2401,0.0408
FEN1,0.1504,0.208,0.1985,0.2116,0.5116,0.1138
CAPG,0.4025,0.4294,0.1533,0.6367,0.6524,0.4269
CAP2,0.2622,0.2772,0.2685,0.2816,0.4223,0.1287
IL6ST,1.0471,0.9968,1.0561,0.962,0.7859,0.8117
GP5,3.6288,0.4459,3.2341,0.3248,2.2603,2.1269
TXLNA,0.308,0.0969,0.3032,0.1675,0.2852,0.1662
CCT6A,1.1353,1.9061,1.3282,2.1209,1.6529,1.7037
NNMT,5.9145,7.4388,5.8546,5.4749,5.8882,6.5711
PSMB10,0.3392,0.1023,0.2198,0.0324,0.3795,0.155
RPL13A,0.5398,1.3647,0.4948,1.424,0.2738,0.7386
STAT3,2.2935,1.1975,1.9766,1.2238,2.3338,1.3854
USP8,0.4731,0.1819,0.3677,0.1713,0.2882,0.1175
MDH1,1.1117,3.9386,1.894,5.9001,1.0077,2.0943
MDH2,0.8213,1.0181,0.8537,1.6512,0.6158,0.7845
RFC5,0.251,0.0761,0.2136,0.0969,0.1988,0.1249
HADHA,0.4478,0.1103,0.2565,0.0948,0.5632,0.239
EIF2S3,1.1078,0.702,1.0689,1.0018,1.2743,1.1096
EIF2D,0.4624,0.1776,0.2131,0.2356,0.1414,0.1602
CD200,0.3923,1.7074,0.2529,1.757,0.4974,0.6084
WNT5A,3.9178,1.1859,3.2125,1.0977,1.4877,2.3234
PTGDS,4.5317,0.1005,4.3704,0.0386,0.912,2.0688
UBA7,0.2239,0.0963,0.361,0.0615,0.403,0.1485
NAA10,0.2766,0.3561,0.2181,0.419,0.3197,0.356
CSK,1.0329,0.5196,1.0856,0.399,0.8843,0.7208
GARS1,2.4542,5.5537,2.5235,7.0453,3.0898,3.5494
IARS1,1.765,1.035,0.9212,1.1149,1.079,0.945
SLC19A1,0.6941,0.4024,0.6594,0.3391,0.7553,0.1152
TSPAN7,0.2993,0.0893,0.1666,0.0196,0.2691,0.0566
ECI1,0.5219,0.1102,0.2352,0.1181,0.3413,0.2737
TMPO,0.4432,0.148,0.4987,0.0548,0.4,0.013
STAT1,0.5952,1.1585,0.5842,1.2099,0.9954,0.9491
STAT6,0.2848,0.2188,0.2697,0.1857,0.13,0.2235
STAT5A,0.4503,0.3456,0.476,0.2479,0.4375,0.3247
MTOR,0.2843,0.2362,0.2021,0.2007,0.2707,0.1334
PI4KA,0.5808,2.1845,1.0481,2.5917,2.035,1.0343
EPS15,0.4036,0.3254,0.2859,0.223,0.4789,0.3284
CASP3,0.3647,0.2771,0.332,0.5505,0.4126,0.4029
RPS27,0.7199,1.2144,0.8178,1.1935,0.4818,0.8256
LRPPRC,0.1576,0.072,0.2075,0.0419,0.2021,0.0645
ACAA2,0.8928,0.6036,0.9102,0.5603,1.0363,0.8856
RPL35,0.5108,0.4072,0.1773,0.31,0.3698,0.2196
CDKN2A,0.3909,0.1571,0.2013,0.2347,0.2045,0.1173
HTT,0.304,0.277,0.1925,0.1113,0.2747,0.1346
ECE1,0.9958,2.4735,1.0201,2.8033,0.5801,1.3028
SLC1A3,0.3923,0.1573,0.1617,0.1326,0.3016,0.052
SLC1A4,0.471,2.6384,0.2811,3.4169,0.0855,1.0636
PAFAH1B1,0.8577,1.7614,0.8857,2.0889,1.0106,1.309
PTGER2,0.3879,0.0728,0.2655,0.161,0.2726,0.1086
MCAM,6.9685,2.4519,5.6972,2.6606,3.1856,3.1073
GRK6,0.2744,0.24,0.4296,0.2072,0.2394,0.1387
BTD,26.051,0.5065,18.8431,0.2925,7.4025,10.433
SSR1,0.4962,1.2551,0.4581,1.1208,1.0521,0.4715
ALDH3B1,0.2235,0.2469,0.249,0.2065,0.389,0.1502
PTPN9,0.2664,0.2754,0.0663,0.2457,0.3989,0.1537
SYK,0.5222,0.1151,0.2156,0.0105,0.4754,0.1859
RANBP1,0.4159,1.4564,0.3843,1.1824,0.7769,0.5187
NAMPT,0.661,0.5568,0.9192,0.6268,1.5988,0.6234
AFM,1377.0135,38.0319,1034.2996,15.5584,440.05,500.9482
PSMC4,0.8325,0.8552,0.9371,0.7766,0.7875,0.8976
NKX2-1;NKX2-4,2.4743,1.0667,0.9346,1.0013,2.2916,0.6272
VDAC2,0.5334,0.211,0.1322,0.1639,0.2195,0.1115
USP5,0.3791,1.0831,0.5767,1.3094,1.2512,0.6737
MAPK8,0.3479,0.1318,0.2347,0.1257,0.3609,0.0618
MAPK9,0.3552,0.1144,0.2988,0.1467,0.318,0.2721
MAP2K4,0.1591,0.2654,0.2434,0.0812,0.2832,0.1266
RANGAP1,1.7474,0.2802,0.4132,0.3852,0.6306,0.4033
RECQL,0.3712,0.2459,0.3458,0.269,0.3166,0.2266
CMKLR2,0.694,0.7136,0.5096,0.7088,0.4271,0.4359
CRK,0.0836,0.1097,0.2451,0.2531,0.5577,0.2017
CRKL,0.3625,0.2185,0.4215,0.2836,0.8089,0.228
BAG6,0.5519,0.0706,0.1783,0.1076,0.6831,1.0422
NSF,0.9969,1.6269,1.0357,1.8716,1.5582,1.2505
NOTCH1,1.1349,0.2725,0.5868,0.2302,0.7161,0.0731
MAP2K3,0.0567,0.1258,0.1377,0.1116,0.2468,0.0946
BRCC3,0.3077,0.118,0.133,0.1033,0.2762,0.1276
RPL27A,1.9628,2.4555,1.8094,2.2026,0.8709,1.8026
RPL5,0.8544,0.7955,0.9161,0.9404,0.6249,0.7676
RPL21,0.339,0.6077,0.4369,0.653,0.245,0.6002
RPL28,0.6456,0.4471,0.3756,0.4515,0.2525,0.3657
RPS9,3.1115,3.0783,2.3074,3.0363,1.158,2.8645
RPS5,0.8592,0.9903,1.2876,1.0544,0.4881,0.62
RPS10,0.3636,0.1893,0.3553,0.261,0.5467,0.2731
MAP1B,0.3927,0.9058,0.6317,1.0081,0.8429,0.6591
GNPDA1,0.571,0.3296,0.4504,0.3893,0.4756,0.2762
NEDD4,0.6152,0.3259,0.6541,0.491,0.9625,0.3386
YAP1,0.329,0.2526,0.262,0.5506,0.4596,0.1904
UTRN,1.2223,1.2959,0.4377,1.5849,1.0737,0.8695
IQGAP1,0.6661,4.2528,0.7723,5.4648,1.698,2.4091
GYG1,0.943,1.0362,1.0806,0.8725,1.8389,1.1286
STT3A,0.5492,0.5737,0.4569,0.5563,0.5732,0.3609
RABIF,0.3062,0.1561,0.1855,0.3023,0.2999,0.1622
PLA2G4A,0.5018,0.4346,0.2438,0.2861,0.3155,0.1928
RAP1GAP;RAP1GAP2,0.3936,0.1253,0.2769,0.0256,0.5927,0.3044
CAPZA2,1.2041,1.6856,0.917,2.0791,3.6508,0.9446
CAPZB,1.8047,5.7843,1.9882,6.6665,1.5168,2.5042
EIF1AX,0.3504,0.1794,0.242,0.1752,0.318,0.0098
QARS1,0.773,0.871,0.6795,0.7822,1.1191,1.1057
RPL29,0.1848,0.7294,0.1872,1.0725,0.3138,0.2926
LGALS7,1.9697,0.1356,1.9499,0.212,1.3595,0.3582
SLC6A8,0.3082,1.5319,0.1872,1.5693,0.8234,0.7017
ATP5PO,0.396,0.183,0.7205,0.1476,0.3147,0.3232
LIMS1,6.6491,2.7903,6.0038,2.9039,3.9116,4.1264
GLIPR1,0.3576,0.2311,0.2505,0.3451,0.1086,0.1553
SLC6A9,0.3688,0.9276,0.1401,1.1034,0.5534,0.4273
PREP,5.0953,5.9215,6.5282,6.2519,10.6585,3.8402
ME1,0.6465,0.609,0.3776,0.8158,0.6724,0.304
PIP4K2A,0.3654,0.9422,0.4933,0.9019,0.4194,0.5143
ARCN1,0.932,1.5674,1.0842,1.5523,1.0426,1.2212
LSS,0.6248,0.5999,0.1619,0.4716,0.3156,0.262
PPP3CC,0.4377,0.1786,0.0996,0.0983,0.3049,0.1037
GCLC,0.343,0.1093,0.3836,0.0787,0.4737,0.0755
GCLM,0.687,0.6816,0.3819,0.5026,0.3299,0.4449
CD151,19.0146,54.9483,20.3802,52.036,5.8032,31.7118
PSMD8,0.6229,0.4849,0.4505,0.6399,0.4445,0.3009
GSS,1.8744,1.147,1.9665,1.3747,1.0372,1.1849
CCT5,1.3627,1.5692,1.4016,1.7749,1.8688,1.4946
NES,1.1291,0.9988,1.4346,1.0449,1.3972,0.9938
HSPA13,0.2974,0.174,0.241,0.1156,0.1964,0.1897
CSNK1A1,0.703,0.7638,0.3708,0.8781,0.0762,0.4311
IDH2,0.9177,0.2506,0.8454,0.2671,0.4601,0.5169
PITPNB,0.4955,1.2859,0.2933,1.8468,0.5014,0.775
MASP1,6.8389,0.4637,7.6412,0.0727,10.7918,3.5606
ADGRE5,0.5056,0.7799,0.1692,0.729,0.2429,0.1939
MARCKSL1,0.3745,1.1424,0.4013,1.9917,0.2311,0.2648
PXN,0.8836,0.6941,0.7363,0.8953,0.4229,0.5615
MAPKAPK2,0.354,0.1648,0.2626,0.1973,0.0843,0.208
DNASE1L1,0.2973,3.9528,0.3338,4.2361,0.1631,0.8283
ALDH9A1,1.4142,1.0569,1.3584,1.1664,1.0738,1.1399
RPL34,1.1452,1.2542,0.3563,1.9779,0.8234,1.0453
LMAN1,0.5198,1.3648,0.2723,1.4167,0.6886,0.9229
SLC11A2,0.7661,0.5282,0.4035,1.0455,0.5091,0.522
FASN,1.4877,1.7354,1.2836,1.9644,2.3734,1.451
FNTA,0.4075,0.2236,0.2323,0.248,0.2508,0.1529
FNTB,0.2213,0.1772,0.1713,0.1453,0.2436,0.1123
CCT3,1.2245,1.9587,1.5797,2.3286,2.2543,1.8651
ARRB1,0.245,0.2874,0.3384,0.1174,0.4281,0.227
TUFM,1.1144,1.0812,1.0306,0.8288,0.9762,0.7914
ALDH7A1,0.4553,0.6008,0.6292,0.6324,1.0585,0.5462
CDC34,0.1283,0.0538,0.1675,0.091,0.2074,0.0261
CYB561,0.5581,0.1312,0.2371,0.0665,0.2179,0.131
SRP9,0.2273,0.1491,0.0783,0.3328,0.337,0.1832
PCYT1A,0.413,0.1503,0.2247,0.0963,0.3052,0.1586
AARS1,1.4368,1.8547,1.2061,1.7443,1.492,1.3444
CARS1,0.3951,0.55,0.4425,0.8542,0.8183,0.5031
SARS1,1.2307,1.0486,1.1461,1.143,1.4335,1.0553
PPM1F,0.2838,0.2674,0.4338,0.3854,0.648,0.2175
CASP4,0.4221,0.2283,0.0979,0.2322,0.0887,0.1406
PSMB3,2.1897,0.814,1.5636,1.0478,1.2514,0.9837
PSMB2,2.5036,1.3333,2.8959,1.4338,2.9657,1.4596
COMP,0.4608,0.0805,1.8346,0.0418,2.0417,0.6409
ACADVL,0.3407,0.3619,0.4388,0.4138,0.4198,0.3539
VPS41,0.6987,0.1752,0.4426,0.1887,0.476,0.3103
TMED10,0.2058,0.8478,0.5765,0.6947,0.6084,0.38
NUMB,0.4666,1.1535,0.2763,1.0935,1.2137,0.3884
PSEN1,0.571,1.1328,0.1718,1.3598,2.24,0.5033
EIF2B2,0.3848,0.0381,0.3783,0.1148,0.4027,0.0796
HINT1,1.3663,1.8192,1.0936,3.1038,0.5359,1.5011
RARRES1,0.3156,0.0419,0.2877,0.2119,0.298,0.1697
RGS19,0.489,1.9314,0.3646,1.9805,0.9204,0.73
NDUFV1,0.2155,0.1787,0.6182,0.0661,0.3978,0.3414
GSK3A,0.1795,0.1086,0.1648,0.1254,0.2317,0.0729
GSK3B,0.4227,0.3519,0.5704,0.4663,0.2076,0.4506
NT5C2,0.3504,0.1681,0.1742,0.2379,0.0672,0.1136
SELENOP,1.3578,0.1145,1.6053,0.1339,1.5137,0.7074
CAMP,3.9245,1.3749,3.8546,1.4388,1.4029,2.9842
GMPS,0.396,0.5086,0.4542,0.4941,0.6235,0.307
GNAQ,4.0102,10.6722,4.1995,11.0734,1.8099,4.5045
GNG10,0.4532,0.4691,0.363,1.0031,0.4816,0.4112
IDH3A,0.3382,0.1122,0.4714,0.14,0.3304,0.1595
SULT1A1,1.2054,0.1457,1.3992,0.1652,0.9795,0.8852
MMP14,1.7739,10.9266,2.0028,11.3378,1.192,4.448
GDI2,2.1348,12.6562,2.4611,17.9137,2.8224,5.8695
EMD,0.1641,0.1396,0.149,0.1156,0.3396,0.1159
CPT1A,0.2815,0.1312,0.2342,0.1052,0.2685,0.0567
SLC26A2,0.5064,0.9971,0.3834,0.668,0.5383,0.4504
SERPINB8,0.9648,0.5396,0.9527,0.7677,0.9236,0.7081
SERPINB9,0.2651,0.1616,0.2743,0.1109,0.3004,0.2172
SERPINH1,1.1821,2.4199,0.9906,2.662,2.4313,1.5864
PDLIM4,0.7953,0.8289,0.5403,0.8387,0.3323,0.6375
ST13,0.3354,0.9471,0.5646,1.5082,0.4545,0.7645
VASP,0.8171,1.2016,0.557,1.139,0.4218,0.7936
DNM2,1.1547,0.9247,0.9584,1.0268,0.978,0.898
METAP2,0.2934,0.1119,0.3687,0.0563,0.3186,0.0551
NUDT2,0.1195,0.1932,0.2096,0.2385,0.1672,0.0612
LRBA,1.7948,0.7005,1.5482,0.4557,2.6254,0.9693
BCAM,0.5307,0.3221,0.1329,0.4228,0.4092,0.1621
PPT1,0.5268,0.0936,0.4175,0.0242,0.7123,0.1626
RPL14,0.6032,0.5355,0.1559,0.6622,0.286,0.396
CCT8,2.4056,4.2065,2.3697,4.2872,3.3369,3.2582
CCT4,0.8154,1.9334,1.3291,2.2927,1.3441,1.4614
ANXA11,4.0563,9.4035,5.1608,12.2803,2.0435,5.4377
FXR1,0.0665,0.2879,0.0946,0.1755,0.417,0.1583
FXR2,0.2557,0.0398,0.2604,0.0787,0.3473,0.0697
RAB5C,0.4847,3.1409,0.6071,3.7951,0.2037,1.3795
RAB7A,8.3412,19.8134,7.6398,16.3242,3.9367,9.1699
RAB9A,0.2148,0.5317,0.2993,0.6315,0.1553,0.6599
RAB13,1.0924,7.3852,0.9823,7.0799,1.5768,2.0715
RAB27A,2.1296,0.8723,0.3425,0.8034,0.6403,0.345
PLCD1,0.1171,0.9512,0.2432,1.0012,0.5869,0.416
DAP,0.189,0.2131,0.2065,0.2657,0.2444,0.0743
DUSP3,0.8462,0.5969,0.8695,0.6377,0.7606,0.5925
GALK1,0.431,0.6135,0.4223,0.4822,0.2196,0.3635
SSR4,0.4322,0.2858,0.4331,0.3472,0.0587,0.271
BCAP31,0.2074,1.3051,0.478,1.162,0.1086,0.5893
P2RX1,1.4176,0.098,1.1697,0.0901,1.1333,0.7661
TPMT,0.1637,0.2389,0.1136,0.1416,0.4348,0.1831
RENBP,0.1378,0.0356,0.3698,0.0368,0.2728,0.141
CAV2,0.0531,0.4938,0.0809,0.3842,0.3739,0.1237
HSD17B4,0.3942,0.1708,0.3546,0.1323,0.4568,0.2026
PSMD7,0.4669,0.8395,0.8507,1.25,0.8854,0.7704
UBE2D1;UBE2D4,0.1914,0.3086,0.2562,0.2216,0.4365,0.1559
CCR4,0.2824,0.1885,0.6824,0.021,0.3426,0.1973
APLP1,0.6565,0.4275,0.6731,0.7026,0.9513,0.607
CLCN3,0.434,0.3113,0.2251,0.2448,0.2842,0.1988
CLCN5,0.3581,0.3321,0.2847,0.3743,0.436,0.2318
CLCN6,0.2682,0.0663,0.2442,0.0858,0.2825,0.0464
CLCN7,2.2034,2.8199,2.2187,2.8913,2.3248,2.0841
PLXNA3,0.3049,0.4457,0.2391,0.5486,0.5694,0.2603
DYNLT3,0.4508,0.1204,0.2998,0.2085,0.19,0.198
VAMP7,0.5146,0.5962,0.5478,0.4315,0.4596,0.4876
RPS6KA3,0.4696,0.5116,0.3742,0.5889,0.3239,0.3605
ADCY7,0.0932,0.3195,0.2214,0.2981,0.5603,0.1476
AKR1D1,0.222,0.7155,0.1734,0.7338,0.3355,0.2304
LUM,131.7244,3.9877,121.0822,1.988,39.7629,60.2692
CNN1,0.2406,0.413,0.2729,0.0443,0.2873,0.0798
HNRNPA3,0.2526,0.1896,0.2065,0.1625,0.2829,0.2125
PGD,1.82,6.0045,2.7191,6.1398,2.5356,3.7282
HNRNPM,1.2631,0.1654,0.4338,0.1633,0.375,0.2254
KPNA2,0.4592,0.8594,0.3998,0.7184,0.2935,0.4375
KPNA1,0.3363,0.3266,0.224,0.2325,0.7846,0.1544
RAP1GDS1,1.0936,1.2522,0.8335,1.3203,1.167,0.942
ARHGDIA,0.7698,4.9956,1.1669,6.9523,0.8713,1.9142
ARHGDIB,7.44,1.609,3.8264,1.5529,12.8106,1.723
SLC7A2,2.5109,19.6403,2.9554,16.9864,1.743,7.0967
AGFG1,0.1093,0.1123,0.4195,0.103,0.3778,0.4776
HNRNPF,0.5772,0.2442,0.2274,0.059,0.371,0.1422
STAT2,0.0794,0.1399,0.1596,0.1584,0.233,0.1025
SMS,1.1872,1.3037,1.8768,1.2235,0.7774,0.9915
EFNB2,0.4279,0.8892,0.3542,0.6414,0.5557,0.3575
THOP1,0.2395,0.4722,0.2546,0.5086,1.0332,0.319
CAPZA1,0.3372,1.1519,0.506,1.3947,1.1453,0.3821
CRIP2,1.2322,0.7007,0.3786,0.975,0.4439,0.4337
BLVRA,0.9625,0.9939,1.0951,1.2074,0.8998,1.0722
PPP5C,0.2231,0.2207,0.13,0.288,0.3677,0.2209
ARFIP2,0.1724,0.1533,0.1543,0.1289,0.2372,0.1065
ARFIP1,0.8257,0.596,0.8023,0.5517,1.1057,0.7324
ACLY,2.004,3.0483,2.0805,3.1805,3.1055,2.5321
METAP1,0.4708,0.392,0.4416,0.3816,0.5692,0.3544
SUCLG1,0.2363,0.055,0.0868,0.0349,0.3074,0.1846
MVD,0.3094,0.118,0.2535,0.3231,0.2308,0.2401
PGGT1B,0.1082,0.1546,0.1484,0.1225,0.294,0.1313
RABGGTB,0.2037,0.4611,0.1075,0.362,0.4564,0.2659
COPB1,1.2588,1.4486,1.331,1.3374,1.6774,1.3632
COPA,1.2324,1.1394,1.3156,1.2664,1.4153,1.2054
CTSC,1.1671,0.1332,0.8388,0.1175,0.6655,0.4608
LIMK1,0.2643,0.0716,0.0935,0.0566,0.489,0.6544
CLTCL1,0.5498,0.6006,0.5034,0.7162,0.4749,0.4472
AP2S1,0.4852,0.834,0.3341,1.1582,1.826,0.7281
SLC5A3,0.8499,7.5192,0.9999,8.435,1.4245,3.6464
PTTG1IP,0.6915,0.3386,0.9079,0.541,0.8289,0.5256
SLC16A1,0.9626,6.9412,0.6099,7.7887,1.0121,3.0583
IST1,1.2563,2.3512,1.7927,3.4923,0.894,1.5982
SEC24C,0.365,0.324,0.1486,0.4633,0.3511,0.192
SUB1,0.2344,0.0908,0.1608,0.0692,0.3008,0.1268
CLNS1A,0.2922,0.2336,0.2651,0.33,0.4034,0.2711
CRISP3,11.5904,0.1714,9.6728,0.1282,3.0596,4.6314
RARS1,0.3699,0.8653,0.8907,0.9315,0.845,0.677
ATXN3,0.3369,0.6031,0.1694,0.1179,0.1203,0.0758
CACNA2D1,4.627,6.0258,3.8777,6.0255,2.1299,3.6836
YARS1,1.2774,2.0714,1.529,2.2686,1.5606,1.73
USP14,0.5646,1.1617,0.6311,1.2208,0.394,0.9448
PRKAG1,0.4011,1.3082,0.2294,1.2327,0.3617,0.6272
HSPA2,0.4809,0.4215,0.5411,0.4142,0.5447,0.2915
BCAT1,1.4049,1.8482,1.3738,2.0552,1.0109,1.3883
ATP1B3,1.6747,19.3726,1.543,21.6947,3.1096,6.1134
RAD23B,2.645,1.62,1.2533,2.0061,2.0575,1.0936
EPHB3,0.1712,0.0928,0.1803,0.0823,0.2989,0.0746
EPHB4,0.288,0.4745,0.1222,0.5006,0.8793,0.3217
EPHA4,0.2797,0.5032,0.8527,0.4911,0.3867,0.3424
NAGLU,3.4227,0.1551,2.903,0.1843,1.111,1.5314
GALC,0.2679,0.0963,0.2304,0.015,0.288,0.0937
AK2,0.7121,0.2742,0.3789,0.5035,0.7472,0.2608
ALDH18A1,0.2863,0.0696,0.1067,0.0784,0.2522,0.1142
NAPA,0.9406,1.4526,0.9848,2.2564,0.8407,1.116
MFAP2,1.9742,1.0983,4.7587,0.5338,3.2672,3.8924
EIF5,1.9592,1.6516,1.1194,1.5849,0.6757,1.094
SLC12A2,0.3848,1.9852,0.5068,2.0092,1.1959,0.6292
PSMD4,0.5684,0.4781,0.2403,0.641,0.593,0.3571
DRG2,0.3505,0.3307,0.277,0.3144,0.3794,0.2915
RRAD,0.3297,0.2582,0.1499,0.3037,0.279,0.1409
APOC4,9.4292,1.4903,7.2566,0.8739,2.7921,3.8416
PLTP,6.6206,0.8063,5.7201,0.5552,3.4162,3.2211
CSE1L,1.4477,2.1932,1.8787,1.8646,1.7762,1.9325
VCP,0.9567,3.093,2.2909,4.5077,1.9211,2.5352
HADHB,0.5357,0.0622,0.5338,0.1006,0.4209,0.2497
F2RL1,0.4936,0.3467,0.4748,0.4187,0.4976,0.1461
MANF,0.2846,0.2123,0.1711,0.1099,0.2032,0.0595
NCKAP1L,0.4929,0.0506,0.525,0.0702,0.4959,0.2562
AFDN,0.2532,0.3967,0.0947,0.4224,0.3349,0.1837
NAP1L1,0.5574,0.234,0.2336,0.2291,0.181,0.1898
ADK,0.8253,0.6934,0.7152,0.6841,0.5444,0.4752
LAMB2,0.2032,0.2563,0.4039,0.2471,0.7704,0.1108
CDH4,0.4605,0.3394,1.1822,0.3092,2.0743,0.1382
CDH6,0.1929,0.0503,0.1509,0.0357,0.3331,0.0686
CDH11,0.1836,1.4358,0.6202,1.7143,0.383,0.9949
CDH13,2.1005,3.7081,2.4326,4.1222,1.2104,2.0684
SEC13,0.287,0.8179,0.6188,0.8264,0.3653,0.7487
SNU13,1.5013,0.175,1.0929,0.1746,0.8678,0.6362
NPEPPS,1.8347,4.5394,1.9067,5.9627,1.8824,2.9397
OXCT1,0.6392,0.1621,0.098,0.1524,0.3662,0.1781
EIF3B,0.3032,0.5731,0.4391,0.7229,0.7471,0.5564
BID,0.2453,0.0373,0.1961,0.049,0.3385,0.0837
MARS1,0.3034,0.309,0.4583,0.3062,0.3638,0.3678
ITGA1,1.2692,5.8199,0.9351,5.5711,1.0891,2.5828
ARPP19,0.2325,0.179,0.2134,0.2476,0.199,0.0755
AP1S2,0.192,0.1804,0.1989,0.1264,0.2629,0.1336
EIF6,1.1616,1.7481,1.3669,1.8643,0.948,1.2216
BACE1,0.1994,0.0545,0.1079,0.05,0.231,0.0396
BCAR1,0.4954,0.2582,0.263,0.2325,0.2868,0.2412
JAM2,0.5736,0.1299,0.4415,0.0892,0.4125,0.4108
TMEM33,0.5855,0.8569,0.239,0.6993,0.3388,0.2045
PCBP3,0.3153,0.099,0.2804,0.1619,0.4473,0.1867
CORO7,0.073,0.0259,0.1151,0.0824,0.2647,0.0801
GSDMD,0.1831,0.1353,0.2205,0.168,0.0746,0.1846
EEFSEC,0.3261,0.1227,0.2566,0.0988,0.2589,0.0516
INHBE,0.6599,0.1119,0.5154,0.0241,0.6368,0.3504
ANTXR2,3.5055,16.9028,3.2804,12.634,4.3672,6.5513
ADAMTS12,0.0998,0.3312,0.2183,0.3355,1.4078,0.9195
MTPN,0.3538,0.4831,0.6959,1.047,0.2092,0.6067
DEFA1;DEFA3,2.1986,0.1439,2.0452,0.1372,0.2011,0.7873
GNG2,0.1164,0.7729,0.3396,1.4798,0.38,0.2096
ARPC4,7.3197,4.7248,7.374,6.8561,7.4723,6.897
CD81,14.8138,16.741,13.0927,7.9199,3.1848,7.8266
TPI1,3.037,8.7067,3.1164,17.6937,2.7524,5.779
EIF3E,0.3887,0.7405,0.5015,0.7656,0.4984,0.5923
SEC61B,0.3553,0.243,0.4048,0.2036,0.4663,0.0852
PTEN,0.3497,0.2137,0.1693,0.1814,0.2333,0.114
GABARAPL2,2.07,2.4664,1.5381,2.6446,0.4781,1.1699
UBE2G2,0.4349,0.1336,0.1874,0.1067,0.1464,0.127
MYL6,4.1127,4.1069,3.5716,5.026,5.4312,4.1922
PFN3,0.4304,0.6876,0.2652,0.8216,0.4073,0.4159
ACTB;ACTG1,164.3772,129.2371,147.626,106.3019,152.8887,128.2434
RAC3,0.3282,0.3689,0.0693,0.3538,0.341,0.2463
EIF4A1,5.1741,5.0595,5.1915,4.7132,4.4762,5.1384
RPS20,0.8563,1.0105,0.756,1.3391,0.3766,1.0607
PRPS1,0.6431,0.7727,0.9805,0.7215,0.3753,0.595
PSMA6,1.5901,1.0247,2.5786,1.4409,3.1501,1.0822
S100A10,2.1989,24.3227,1.4207,32.602,3.6462,6.244
CDC42,4.7864,14.29,5.1002,18.8204,3.9047,7.2656
DSTN,4.0512,9.4098,4.6211,9.1227,2.1576,4.7613
GMFB,0.238,0.4849,0.0837,0.4884,0.3896,0.1135
RAB8A,4.5011,10.5025,4.1348,11.4945,3.4922,5.8015
SPCS3,0.0629,0.8269,0.0629,0.7518,0.3467,0.2611
SRP54,0.6615,0.5012,0.3916,0.3978,0.3836,0.2982
RAB4B,0.4672,0.3194,0.4464,0.4774,0.3886,0.3132
RAB2A,1.6752,5.0819,1.6515,6.1612,1.5408,2.9825
RAB5B,0.5035,4.0477,0.7104,3.6236,0.7227,1.114
RAB10,3.8213,13.5871,4.3464,13.5735,3.6326,4.7262
UBE2D3,1.1789,3.9338,1.5822,3.7169,0.8476,2.3017
UBE2M,1.5633,2.5386,1.3367,2.4772,1.269,1.4799
UBE2K,0.59,0.9852,0.7342,1.2047,0.3244,0.6561
UBE2N;UBE2NL,2.353,4.7005,1.9699,5.2369,2.2964,2.8777
RAB14,4.2603,6.1051,3.6782,6.7004,3.0708,3.8811
ACTR3,4.4978,3.2637,3.517,4.0293,4.4328,3.6915
ACTR2,8.1406,5.5647,7.906,8.8686,8.4174,7.4008
ACTR1A,5.7484,3.313,4.4089,3.9731,3.4036,3.9569
COPS2,0.9787,0.6167,0.8798,0.7381,1.2322,0.7674
ARF3;ARF1,11.0065,18.1016,12.8925,17.8405,8.6417,14.5563
ABCE1,1.1315,0.7903,1.0014,0.9174,0.6482,0.7242
RAP2B,2.6552,10.4766,3.3518,11.2494,1.6853,5.4441
RPS3A,3.1744,2.0436,2.1587,2.0569,1.1809,2.0088
RPL26,0.3648,0.664,0.2021,0.8441,0.392,0.5145
STX1B,1.1278,1.8402,0.9046,1.1101,1.402,0.56
RPL15,0.7594,0.9091,0.6251,0.9909,0.3378,0.6331
MAGOH;MAGOHB,1.1256,0.357,1.3833,0.0239,0.7627,0.2659
